学段,学科,版本,年级,册次,教材ID,教材名称
"初中","体育与健康","教科版","教师用书","田径类运动（全一册）","24fc14b1-d397-f2f4-bb71-c4128505c9e2","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"初中","体育与健康","教科版","教师用书","篮球（全一册）","e2880a90-fad1-8b6f-c1b2-bd503cc28d5d","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 篮球（全一册）"
"初中","体育与健康","教科版","教师用书","足球（全一册）","0d3afded-2a12-6a9b-0740-6e1e0e963517","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 足球（全一册）"
"初中","体育与健康","未来社版","七年级","全一册","737a4bb8-8070-eefa-0d72-d0360c83d89e","（根据2022年版课程标准修订）义务教育教科书体育与健康 七年级（全一册）"
"初中","体育与健康","未来社版","八年级","全一册","d747436b-30eb-cdc9-83ab-c90141bea2e3","（根据2022年版课程标准修订）义务教育教科书•体育与健康 八年级（全一册）"
"初中","体育与健康","未来社版","教师用书","体能（全一册）","bcc5fdea-2c73-b977-791e-d7da65ced926","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 体能（全一册）"
"初中","体育与健康","未来社版","教师用书","健美操•技巧•啦啦操（全一册）","ef3454da-625c-95a5-10e5-b1c7d0182850","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 健美操•技巧•啦啦操（全一册）"
"初中","体育与健康","未来社版","教师用书","剑术•短棍（全一册）","3e4b5dfa-814e-6cfd-1a8c-9a465551e2fd","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 剑术•短棍（全一册）"
"初中","体育与健康","未来社版","教师用书","基本运动技能（全一册）","3c8eff66-b375-1d38-b106-abfed1c371b4","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"初中","体育与健康","未来社版","教师用书","游泳•速度滑冰（全一册）","5247ae8f-d18c-0a79-3c93-958fd3e6405d","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 游泳•速度滑冰（全一册）"
"初中","体育与健康","未来社版","教师用书","田径类运动（全一册）","8dbc2d28-76ad-32aa-56f8-24549e29fa77","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"初中","体育与健康","未来社版","教师用书","篮球•乒乓球•羽毛球（全一册）","d795074b-36d1-b8bb-a5cf-9104a3a88bfb","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 篮球•乒乓球•羽毛球（全一册）"
"初中","体育与健康","未来社版","教师用书","花样跳绳•轮滑（全一册）","e9e64bbc-6e78-f811-ad05-35cd167e39d9","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 花样跳绳•轮滑（全一册）"
"初中","体育与健康","未来社版","教师用书","足球•排球（全一册）","ebff3a45-1a39-01a7-f92b-3237a41d0ac2","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 足球•排球（全一册）"
"初中","体育与健康","未来社版","教师用书","长拳•毽球（全一册）","3f610b58-b82d-399a-17f1-7d2ba1e2fb56","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 长拳•毽球（全一册）"
"初中","体育与健康","科学社版","七年级","全一册","38b51a00-5606-bce7-6402-6e9c0c47cb4a","（根据2022年版课程标准修订）义务教育教科书•体育与健康 七年级（全一册）"
"初中","体育与健康","科学社版","八年级","全一册","1629479b-dfe7-8052-80d9-84ad8304c15e","（根据2022年版课程标准修订）义务教育教科书•体育与健康 八年级（全一册）"
"初中","体育与健康","科学社版","教师用书","中华传统体育类运动（全一册）","9902d366-16f2-bc9b-eefb-f1b494f16170","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书  中华传统体育类运动（全一册）"
"初中","体育与健康","科学社版","教师用书","乒乓球运动（全一册）","fd93a5c7-0137-d442-43b9-60e16e80ddc5","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书  乒乓球运动（全一册）"
"初中","体育与健康","科学社版","教师用书","体能（全一册）","348e8bea-8f38-df6a-3c0e-8bc14aa7a07d","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 体能（全一册）"
"初中","体育与健康","科学社版","教师用书","基本运动技能（全一册）","49b0d785-e232-6d59-a198-0b30635b02ad","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"初中","体育与健康","科学社版","教师用书","技巧与器械体操类运动（全一册）","47bbc299-7935-ce54-3abe-b28be694ceb2","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书  技巧与器械体操类运动（全一册）"
"初中","体育与健康","科学社版","教师用书","排球运动（全一册）","7b5a1c68-2a2a-86f3-b612-aa3bb32ebc07","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 排球运动（全一册）"
"初中","体育与健康","科学社版","教师用书","新兴体育类运动（全一册）","a38795a6-c246-f050-3001-03c1fb57a5a7","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书  新兴体育类运动（全一册）"
"初中","体育与健康","科学社版","教师用书","游泳•滑冰•滑雪（全一册）","a9ec5667-4519-d654-52ba-587a5e140ad1","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 游泳•滑冰•滑雪（全一册）"
"初中","体育与健康","科学社版","教师用书","田径类运动（全一册）","91bdc3d5-9e0a-33a6-8416-267b484d5146","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书  田径类运动（全一册）"
"初中","体育与健康","科学社版","教师用书","篮球运动（全一册）","b4e31cf2-bcd4-457d-8c9a-1be4f619e713","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 篮球运动（全一册）"
"初中","体育与健康","科学社版","教师用书","羽毛球运动（全一册）","11cc13b2-67c4-a551-a94b-5bc87dd01d1e","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 羽毛球运动（全一册）"
"初中","体育与健康","科学社版","教师用书","艺术性体操类运动（全一册）","25df36f9-2873-d2bb-4bec-b9f8e212a195","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 艺术性体操类运动（全一册）"
"初中","体育与健康","科学社版","教师用书","足球运动（全一册）","5ff539da-099a-108e-3fde-113c104e3677","（根据2022年版课程标准修订）义务教育教科书•体育与健康教师用书 足球运动（全一册）"
"初中","俄语","人教版","七年级","上册","920b02e2-b783-d924-0ee8-24f4e76989eb","（根据2022年版课程标准修订）义务教育教科书 俄语 七年级 上册"
"初中","俄语","人教版","七年级","下册","291ab0fb-afd8-457a-af8a-63ee937d0840","（根据2022年版课程标准修订）义务教育教科书 俄语 七年级 下册"
"初中","俄语","人教版","八年级","上册","d4bc29ea-c198-8bee-74af-976be2d7ce60","（根据2022年版课程标准修订）义务教育教科书 俄语 八年级 上册"
"初中","俄语","人教版","八年级","下册","c2c5a5fb-12ea-27bf-cc0d-203da8b438d7","（根据2022年版课程标准修订）义务教育教科书 俄语 八年级 下册"
"初中","信息科技","通用","七年级","全一册","9f79d7fb-82f2-1c40-371b-60e5b62c13b6","义务教育信息科技课程教学指南 互联网应用与创新 七年级全一册"
"初中","信息科技","通用","人工智能专册","全一册","25a05882-5bd6-15c4-41a0-1e120fdb1d2a","义务教育信息科技教学指南 人工智能与智慧社会 人工智能专册"
"初中","信息科技","通用","八年级","全一册","167cf7ca-4827-0c39-aa65-e338569f9e46","义务教育信息科技课程教学指南 物联网实践与探索 八年级全一册"
"初中","化学","人教版","九年级","上册","8c419b19-b3a9-4dbf-a8b4-546b7d337528","（根据2022年版课程标准修订）义务教育教科书·化学九年级上册"
"初中","化学","人教版","九年级","下册","1998204c-f017-4f49-9000-0ba0b93d2a4d","(根据2022年版课程标准修订)义务教育教科书·化学九年级下册"
"初中","化学","北京版","九年级","上册","4269fa54-94c7-443d-b39a-22fc53db8432","（根据2022年版课程标准修订）义务教育教科书•化学九年级上册"
"初中","化学","北京版","九年级","下册","d22a4ce9-3357-44fd-abce-788b996793c7","（根据2022年版课程标准修订）义务教育教科书·化学九年级下册"
"初中","化学","沪教版","九年级","上册","9b5f1f01-f928-4f5e-bc43-d5269d106e1d","（根据2022年版课程标准修订）义务教育教科书•化学九年级上册"
"初中","化学","沪教版","九年级","下册","9de79cbd-e8e0-454d-a318-a5db99f2dcbe","（根据2022年版课程标准修订）义务教育教科书·化学九年级下册"
"初中","化学","科学粤教版","九年级","上册","7885d781-1fae-4142-9beb-2ad67aa9fd38","（根据2022年版课程标准修订）义务教育教科书•化学九年级上册"
"初中","化学","科学粤教版","九年级","下册","efd6d2c8-841a-4da7-ae47-fca6849858dd","（根据2022年版课程标准修订）义务教育教科书·化学九年级下册"
"初中","化学","科普版","九年级","上册","ea8574c1-8b6a-4879-91ab-3fbdbd398beb","（根据2022年版课程标准修订）义务教育教科书•化学九年级上册"
"初中","化学","科普版","九年级","下册","41eed83e-130d-4580-93ad-8c122eb27bd7","（根据2022年版课程标准修订）义务教育教科书·化学九年级下册"
"初中","化学","鲁教版","九年级","上册","0f455d8d-f1dd-455d-a1b9-6f83d75a5ad4","（根据2022年版课程标准修订）义务教育教科书•化学九年级上册"
"初中","化学","鲁教版","九年级","下册","1e64b651-1eb5-42f9-9156-b92ba1d1b2cc","（根据2022年版课程标准修订）义务教育教科书·化学九年级下册"
"初中","历史","统编版","七年级","上册","8fc851b4-28df-4eaa-8e55-08d63dc1fe38","（根据2022年版课程标准修订）义务教育教科书·中国历史七年级上册"
"初中","历史","统编版","七年级","下册","d5b610a4-f7ff-4212-9749-6bebac05ee0f","（根据2022年版课程标准修订）义务教育教科书·中国历史七年级下册"
"初中","历史","统编版","九年级","上册","61a4f9ac-8bc0-437b-bbc2-f2f86d0ae65c","义务教育教科书·世界历史九年级上册"
"初中","历史","统编版","九年级","下册","b21d337a-5bd5-4753-a515-013eb789656c","义务教育教科书·世界历史九年级下册"
"初中","历史","统编版","八年级","上册","c1becbb7-300c-4ded-9310-f4444788b998","（根据2022年版课程标准修订）义务教育教科书·中国历史八年级上册"
"初中","历史","统编版","八年级","下册","c91cf483-b7ca-4ab5-a9c8-7e64a90158ac","（根据2022年版课程标准修订）义务教育教科书·中国历史八年级下册"
"初中","地理","中图版（主编：王民）","七年级","上册","808cddb1-7e8d-4902-8440-3331fb7b04ba","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册（主编：王民）"
"初中","地理","中图版（主编：王民）","七年级","下册","64907d79-e35a-4a15-addb-1644c760c7aa","（根据2022年版课程标准修订）义务教育教科书•地理七年级下册（主编：王民）"
"初中","地理","中图版（主编：王民）","八年级","上册","e3a54154-50f1-43d6-8783-94302f453175","（根据2022年版课程标准修订）义务教育教科书·地理八年级上册（主编：王民）"
"初中","地理","中图版（主编：王民）","八年级","下册","18e6796c-fd83-4da5-b1c3-29f0d6f721df","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册（主编：王民）"
"初中","地理","中图版（主编：钟作慈）","七年级","上册","7b63faa4-c6d8-4c9d-b18b-21394da1c56e","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册（主编：钟作慈）"
"初中","地理","中图版（主编：钟作慈）","七年级","下册","67970690-c47b-49e2-9246-c137bacd82fe","（根据2022年版课程标准修订）义务教育教科书•地理七年级下册（主编：钟作慈）"
"初中","地理","中图版（主编：钟作慈）","八年级","上册","0f612d26-b797-4ac4-8de3-0f9eaf8ef27e","（根据2022年版课程标准修订）义务教育教科书·地理八年级上册（主编：钟作慈）"
"初中","地理","中图版（主编：钟作慈）","八年级","下册","96effd81-fc72-4521-888f-07ea6866a4c9","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册（主编：钟作慈）"
"初中","地理","人教版","七年级","上册","4d045a6b-46f3-42de-9c91-89bc443cbeff","（根据2022年版课程标准修订）义务教育教科书·地理七年级上册"
"初中","地理","人教版","七年级","下册","8bc3c0a8-5f4b-4d80-8427-e5d35a8669ac","（根据2022年版课程标准修订）义务教育教科书·地理七年级下册"
"初中","地理","人教版","八年级","上册","4e916d49-8495-4606-9a97-672ba6489eb8","（根据2022年版课程标准修订）义务教育教科书·地理八年级上册"
"初中","地理","人教版","八年级","下册","f02521c3-69db-4125-ab18-16e2232863ea","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册"
"初中","地理","商务星球版","七年级","上册","cb28dcba-9fdf-489f-b934-a6f491b846b1","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册"
"初中","地理","商务星球版","七年级","下册","2c9959eb-df07-4263-9a9d-65125cffef82","（根据2022年版课程标准修订）义务教育教科书•地理七年级下册"
"初中","地理","商务星球版","八年级","上册","a510889e-f30a-4bf3-86e3-47811454a3d8","（根据2022年版课程标准修订）义务教育教科书·地理八年级上册"
"初中","地理","商务星球版","八年级","下册","d6ca2316-1aa4-4a3f-99b6-56ae8f3e3bac","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册"
"初中","地理","晋教版","七年级","上册","adb52ab8-efae-481e-9f9d-b7808c9e5f19","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册"
"初中","地理","晋教版","七年级","下册","08935c2e-1b5d-4838-9ebf-56ef94a119df","（根据2022年版课程标准修订）义务教育教科书·地理七年级下册"
"初中","地理","晋教版","八年级","上册","1a27180c-f282-4d45-b3ce-138c72905df4","（根据2022年版课程标准修订）义务教育教科书·地理八年级上册"
"初中","地理","晋教版","八年级","下册","394b0611-f41e-46ef-b414-bae26371d158","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册"
"初中","地理","湘教版","七年级","上册","d12dd595-2e94-4f79-a0f3-443bef0285fc","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册"
"初中","地理","湘教版","七年级","下册","1b4deb32-19c1-4b39-b132-caaf343710e5","（根据2022年版课程标准修订）义务教育教科书·地理七年级下册"
"初中","地理","湘教版","八年级","上册","8149a882-4108-4888-892a-e1d0ce64d770","（根据2022年版课程标准修订）义务教育教科书•地理八年级上册"
"初中","地理","湘教版","八年级","下册","661e0653-99ef-4673-b512-a6625fed5ea6","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册"
"初中","地理","科普版","七年级","上册","5795760f-3ee9-41df-bc66-e899cafbf352","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册"
"初中","地理","科普版","七年级","下册","b211ef02-c737-449f-a951-067ae36dfc2b","（根据2022年版课程标准修订）义务教育教科书·地理七年级下册"
"初中","地理","科普版","八年级","上册","e5567b13-64a5-438a-b76f-62ee587d107b","（根据2022年版课程标准修订）义务教育教科书•地理八年级上册"
"初中","地理","科普版","八年级","下册","41ed6167-1e98-4ee5-bffc-a15630760749","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册"
"初中","地理","粤教粤人版","七年级","上册","5aa9a6f3-6400-49bd-bea0-70ff73979cec","（根据2022年版课程标准修订）义务教育教科书•地理七年级上册"
"初中","地理","粤教粤人版","七年级","下册","84d7d931-06e4-4569-988a-5f287166f234","（根据2022年版课程标准修订）义务教育教科书·地理七年级下册"
"初中","地理","粤教粤人版","八年级","上册","0774ccc8-403e-4ee1-9711-8725cb882db4","（根据2022年版课程标准修订）义务教育教科书•地理八年级上册"
"初中","地理","粤教粤人版","八年级","下册","4774870a-5473-4fb3-af3e-97325637f03a","（根据2022年版课程标准修订）义务教育教科书·地理八年级下册"
"初中","地理图册","配套中图版（主编：王民&田忠）","七年级","上册","b242b637-8393-4bf4-af95-eacbf4cdfd51","（根据2022年版课程标准修订）义务教育教科书•地理图册（王民）七年级上册"
"初中","地理图册","配套中图版（主编：王民&田忠）","七年级","下册","629da2f8-31ff-4523-8d59-31888d3a7b9b","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册（主编：王民&田忠）"
"初中","地理图册","配套中图版（主编：王民&田忠）","八年级","上册","0529f557-d803-43f2-9464-c7b5bae4c81d","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级上册（主编：王民&田忠）"
"初中","地理图册","配套中图版（主编：王民&田忠）","八年级","下册","a4bea2ce-bfd5-42d0-92a3-e066850809ab","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册（主编：王民&田忠）"
"初中","地理图册","配套中图版（主编：高振奋）","七年级","上册","10518785-a03c-49be-a6c6-335fc96ed4b3","（根据2022年版课程标准修订）义务教育教科书•地理图册(高振奋）七年级上册"
"初中","地理图册","配套中图版（主编：高振奋）","七年级","下册","e5f8eafc-2e3d-4271-8afb-474b9edbc0de","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册（主编：高振奋）"
"初中","地理图册","配套中图版（主编：高振奋）","八年级","上册","bfd4cd69-f17f-414e-a374-475f1122e18b","（根据2022年版课程标准修订）义务教育教科书•地理图册(高振奋）八年级上册"
"初中","地理图册","配套中图版（主编：高振奋）","八年级","下册","3c45a0c6-419a-4c2a-bf33-7dfc7f468821","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册（主编：高振奋）"
"初中","地理图册","配套人教版","七年级","上册","68e5cd23-7427-4bed-bfb7-45618b97daf6","（根据2022年版课程标准修订）义务教育教科书•地理图册（高俊昌，田忠）七年级上册"
"初中","地理图册","配套人教版","七年级","下册","61c1149a-6738-4331-a818-c4d9ef686534","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册（主编：高俊昌&田忠）"
"初中","地理图册","配套人教版","八年级","上册","989565fb-e481-437f-8f35-8a08b23bd785","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级上册（主编：高俊昌&田忠）"
"初中","地理图册","配套人教版","八年级","下册","60936e40-35d0-457c-8787-291c97b4d0e6","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册（主编：高俊昌&田忠）"
"初中","地理图册","配套商务星球版","七年级","上册","306d3456-5368-415a-91e4-60269afa94dd","（根据2022年版课程标准修订）义务教育教科书•地理图册（蔡运龙）七年级上册"
"初中","地理图册","配套商务星球版","七年级","下册","503c6936-203e-4e89-b0d3-ceedff0beeb3","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册"
"初中","地理图册","配套商务星球版","八年级","上册","0cde163c-b90f-4a22-9dc0-d7ad65cac7d4","（根据2022年版课程标准修订）义务教育教科书•地理图册（蔡运龙）八年级上册"
"初中","地理图册","配套商务星球版","八年级","下册","9487460d-bb58-475a-8a2b-c02881d5aefd","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册"
"初中","地理图册","配套晋教版","七年级","上册","1a365ec1-8757-4350-950f-ba4dc681fe20","（根据2022年版课程标准修订）义务教育教科书•地理图册（骆建军）七年级上册"
"初中","地理图册","配套晋教版","七年级","下册","0b3c7b99-ec86-4d74-983b-44819b8fa37e","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册（主编：骆建军）"
"初中","地理图册","配套晋教版","八年级","上册","10979b9f-96ea-452d-8bda-e070c8a23105","（根据2022年版课程标准修订）义务教育教科书•地理图册（骆建军）八年级上册"
"初中","地理图册","配套晋教版","八年级","下册","b6ecee11-59f3-4c08-b2d5-a8b014b178fd","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册（主编：骆建军）"
"初中","地理图册","配套湘教版","七年级","上册","1f268a48-b06d-4a1e-ab77-851ccf0e86d0","（根据2022年版课程标准修订）义务教育教科书•地理图册（朱翔，周瑞祥）七年级上册"
"初中","地理图册","配套湘教版","七年级","下册","ede2e91b-aac6-43a7-a6bc-b9525f4b77d5","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册（主编：朱翔&周瑞祥&刘新民）"
"初中","地理图册","配套湘教版","八年级","上册","a8b3d0aa-8d44-4d81-b5d5-e4d6cd85e33e","（根据2022年版课程标准修订）义务教育教科书•地理图册（朱翔，周瑞祥）八年级上册"
"初中","地理图册","配套湘教版","八年级","下册","6f944bbd-8d12-42db-918e-73bf2dc326dc","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册（主编：朱翔&周瑞祥&刘新民）"
"初中","地理图册","配套科普版","七年级","上册","14648649-237b-42fa-82c3-c1cba28856a1","（根据2022年版课程标准修订）义务教育教科书•地理图册七年级上册"
"初中","地理图册","配套科普版","七年级","下册","e589c535-d91d-43c3-8753-bbec288b928e","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册"
"初中","地理图册","配套科普版","八年级","上册","60964ecd-38df-4d86-9181-90bd21621c5e","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级上册"
"初中","地理图册","配套科普版","八年级","下册","ccc8ebc4-f6c1-4209-a14f-3d41f1586c18","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册"
"初中","地理图册","配套粤教粤人版","七年级","上册","d71ec9cc-a61f-4e5e-9133-6b0804a3df89","（根据2022年版课程标准修订）义务教育教科书•地理图册（李亚平）七年级上册"
"初中","地理图册","配套粤教粤人版","七年级","下册","cbd1e906-73d1-4bc3-8a51-4fda289e22fb","（根据2022年版课程标准修订）义务教育教科书·地理图册七年级下册"
"初中","地理图册","配套粤教粤人版","八年级","上册","387abac6-f873-4bcc-9179-29c3961aaacf","（根据2022年版课程标准修订）义务教育教科书•地理图册（李亚平）八年级上册"
"初中","地理图册","配套粤教粤人版","八年级","下册","00c06417-f829-4d09-9ff1-2a0e87ab07c5","（根据2022年版课程标准修订）义务教育教科书·地理图册八年级下册"
"初中","德语","外研社版","七年级","C1","c34faed1-4deb-053a-1cd1-6d569471969b","（根据2022年版课程标准修订）普通中学教科书·德语 必修 C1"
"初中","德语","外研社版","七年级","C2","12bac515-c77e-4d86-7c2d-90f039eb4018","（根据2022年版课程标准修订）普通中学教科书·德语 必修 C2"
"初中","德语","外研社版","八年级","C3","544d9657-785c-b37b-f975-5ae549b55b32","（根据2022年版课程标准修订）普通中学教科书·德语 必修 C3"
"初中","德语","外研社版","八年级","C4","b4614c06-dfa9-4084-a648-03f2d48bcb8b","（根据2022年版课程标准修订）普通中学教科书·德语 必修 C4"
"初中","日语","人教版","七年级","全一册","2b2b93de-48d9-742d-4409-7e3aedc90a59","（根据2022年版课程标准修订）义务教育教科书 日语 七年级 （全一册）"
"初中","法语","外研社版","七年级","法语起步（上册）","7e863511-dfec-9278-3cf0-713efe11eec4","（根据2022年版课程标准修订）普通中学教科书·法语 必修起步上册"
"初中","法语","外研社版","七年级","法语起步（下册）","9f40c97e-7ae0-0af4-d913-fb9caeacc2ce","普通中学教科书·法语 必修起步下册"
"初中","法语","外研社版","八年级","法语I（上册）","3b94ccaa-4603-3d3c-fa14-9da2e55bf14f","（根据2022年版课程标准修订）普通中学教科书·法语 法语I上册"
"初中","法语","外研社版","八年级","法语I（下册）","01fbdbb6-97a5-0271-dc38-e56d78e2521a","（根据2022年版课程标准修订）普通中学教科书·法语 必修I下册"
"初中","法语","沪外教版","七年级","上册","42e02a4c-606a-2933-372b-878d781728fd","（根据2022年版课程标准修订）普通中学教科书·法语 起步上册"
"初中","法语","沪外教版","七年级","下册","0ddc735b-f7c2-1407-8853-15ea3ec63b8a","（根据2022年版课程标准修订）普通中学教科书·法语 起步下册"
"初中","法语","沪外教版","八年级","上册","f872d497-2c40-286c-2118-0a7b55b5cf02","（根据2022年版课程标准修订）普通中学教科书·法语I（上册） 起步上册"
"初中","法语","沪外教版","八年级","下册","c43f0839-b613-ea31-394d-d72638065b59","（根据2022年版课程标准修订）普通中学教科书•法语_八年级_法语I（下册）"
"初中","物理","人教版","九年级","全一册","ed5f6a59-0cc5-47e9-adc3-0033711700ea","（根据2022年版课程标准修订）义务教育教科书·物理九年级全一册"
"初中","物理","人教版","八年级","上册","e5618f17-c06e-4c4c-944e-0ee8ced25391","（根据2022年版课程标准修订）义务教育教科书·物理八年级上册"
"初中","物理","人教版","八年级","下册","aec6de38-33d2-417a-bbdb-e39154a046a9","（根据2022年版课程标准修订）义务教育教科书·物理八年级下册"
"初中","物理","北师大版（主编：李春密）","九年级","全一册","6fa50d26-2769-8258-bbf4-6f4c28f89461","（根据2022年版课程标准修订）义务教育教科书•物理九年级全一册（主编：李春密）"
"初中","物理","北师大版（主编：李春密）","八年级","全一册","29506744-bc5b-4bc0-2670-d8140ff6d0ad","（根据2022年版课程标准修订）义务教育教科书•物理八年级全一册（主编：李春密）"
"初中","物理","北师大版（主编：郭玉英）","九年级","全一册","e1cffe42-452f-4b12-9b48-11ac0b983068","（根据2022年版课程标准修订）义务教育教科书•物理九年级全一册（主编：郭玉英）"
"初中","物理","北师大版（主编：郭玉英）","八年级","上册","4ec9242d-af24-4907-bb8c-750f8a03e9cd","（根据2022年版课程标准修订）义务教育教科书•物理八年级上册（主编：郭玉英）"
"初中","物理","北师大版（主编：郭玉英）","八年级","下册","63886adb-feb1-406b-9460-c4b8d89d0f08","（根据2022年版课程标准修订）义务教育教科书•物理八年级下册（主编：郭玉英）"
"初中","物理","教科版","九年级","上册","db713444-7126-4f63-ae46-026c63a7dc9e","（根据2022年版课程标准修订）义务教育教科书•物理九年级上册"
"初中","物理","教科版","九年级","下册","34d65287-2672-d365-e99a-95cbf487de5a","（根据2022年版课程标准修订）义务教育教科书·物理九年级下册"
"初中","物理","教科版","八年级","上册","8cafb75b-cc59-44b5-ae2f-42892c2413a3","（根据2022年版课程标准修订）义务教育教科书•物理八年级上册"
"初中","物理","教科版","八年级","下册","8b054c65-f7a3-90a5-d246-9f9f0c4743ac","（根据2022年版课程标准修订）义务教育教科书·物理八年级下册"
"初中","物理","沪科技版","九年级","全一册","2d14b2f0-5a5c-48e7-8c1b-9928e63fd975","（根据2022年版课程标准修订）义务教育教科书·物理九年级全一册"
"初中","物理","沪科技版","八年级","全一册","d64fa52e-4eb4-4ebf-8387-924faa20e7e0","（根据2022年版课程标准修订）义务教育教科书•物理八年级全一册"
"初中","物理","沪科技粤教版","九年级","上册","86f78b0e-a02c-4230-9638-2e913512cbd7","（根据2022年版课程标准修订）义务教育教科书·物理九年级上册"
"初中","物理","沪科技粤教版","九年级","下册","861080ae-1bb2-42a8-9725-b5a11b6ae2e9","（根据2022年版课程标准修订）义务教育教科书·物理九年级下册"
"初中","物理","沪科技粤教版","八年级","上册","b9f89ff3-d8b6-63a8-e592-6a92756cdacc","（根据2022年版课程标准修订）义务教育教科书•物理八年级上册"
"初中","物理","沪科技粤教版","八年级","下册","3bd13b9e-89fd-4bd1-b718-ac501dae2f59","（根据2022年版课程标准修订）义务教育教科书·物理八年级下册"
"初中","物理","苏科版","九年级","上册","90a0ff0c-3329-4162-b62f-73220688e0d7","（根据2022年版课程标准修订）义务教育教科书•物理九年级上册"
"初中","物理","苏科版","九年级","下册","7ba92096-4a2b-4f7c-84df-ca7fb62fab84","（根据2022年版课程标准修订）义务教育教科书·物理九年级下册"
"初中","物理","苏科版","八年级","上册","6a9ba25f-3f1d-47e0-b578-c4bb7f3caab6","（根据2022年版课程标准修订）义务教育教科书•物理八年级上册"
"初中","物理","苏科版","八年级","下册","fb4f5034-b963-4c7b-82ff-391b93b8bcd3","（根据2022年版课程标准修订）义务教育教科书·物理八年级下册"
"初中","生物学","人教版","七年级","上册","405270eb-9f00-4bba-b0f6-da863340625f","（根据2022年版课程标准修订）义务教育教科书·生物学七年级上册"
"初中","生物学","人教版","七年级","下册","75de4cf4-9cd3-4e70-8844-cb40ad7c318e","（根据2022年版课程标准修订）义务教育教科书·生物学七年级下册"
"初中","生物学","人教版","八年级","上册","5a29010d-b2f0-4bf0-9e05-e311168cd929","（根据2022年版课程标准修订）义务教育教科书·生物学八年级上册"
"初中","生物学","人教版","八年级","下册","f4e7eb1c-2a75-4bc5-8fb9-404a108e1b84","（根据2022年版课程标准修订）义务教育教科书·生物学八年级下册"
"初中","生物学","冀少版","七年级","上册","71f7ad57-fa7a-45ad-a105-77e1a8396bbc","（根据2022年版课程标准修订）义务教育教科书•生物学七年级上册"
"初中","生物学","冀少版","七年级","下册","06aeb432-8312-4966-bd00-a09f05f894ce","（根据2022年版课程标准修订）义务教育教科书·生物学七年级下册"
